address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"2305 6th Pl NW, Center Point, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,156602.0,156602,156602,1195,4,3.0,3044,1970,,172,172 days on Zillow,DAYS_ON,901695,901695,https://www.zillow.com/homedetails/2305-6th-Pl-NW-Center-Point-AL-35215/901695_zpid/
"7801 3rd Ave S, Birmingham, AL 35206",35206,MULTI_FAMILY,FOR_SALE,Apartment for sale,69900.0,66062,66062,850,2,1.0,2312,1970,,173,173 days on Zillow,DAYS_ON,951694,951694,https://www.zillow.com/homedetails/7801-3rd-Ave-S-Birmingham-AL-35206/951694_zpid/
"2339 20th Pl W, Birmingham, AL 35208",35208,MULTI_FAMILY,FOR_SALE,Apartment for sale,72900.0,,,750,2,1.0,,1920,,173,173 days on Zillow,DAYS_ON,2121434180,2121434180,https://www.zillow.com/homedetails/2339-20th-Pl-W-Birmingham-AL-35208/2121434180_zpid/
"609 Lisa Ln, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,84900.0,80075,80075,865,3,1.0,1152,1958,,173,173 days on Zillow,DAYS_ON,969288,969288,https://www.zillow.com/homedetails/609-Lisa-Ln-Birmingham-AL-35206/969288_zpid/
"7415 Division Ave, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,120000.0,114549,114549,750,3,2.0,1649,1920,,176,176 days on Zillow,DAYS_ON,952880,952880,https://www.zillow.com/homedetails/7415-Division-Ave-Birmingham-AL-35206/952880_zpid/
"1745 Lincoln Pl SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,59000.0,56050,56050,850,4,1.0,1477,1951,,177,177 days on Zillow,DAYS_ON,1006411,1006411,https://www.zillow.com/homedetails/1745-Lincoln-Pl-SW-Birmingham-AL-35211/1006411_zpid/
"139 Freda Jane Ln, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,104060.0,104060,104060,975,3,2.0,1517,1972,,177,177 days on Zillow,DAYS_ON,906826,906826,https://www.zillow.com/homedetails/139-Freda-Jane-Ln-Birmingham-AL-35215/906826_zpid/
"1913 9th St NW, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,Auction,143976.0,145369,145369,1125,4,2.0,2052,1969,$82 (Dec 13),178,$82 (Dec 13),PRICE_REDUCTION,902528,902528,https://www.zillow.com/homedetails/1913-9th-St-NW-Birmingham-AL-35215/902528_zpid/
"109 Redstone Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,91957.0,91957,91957,910,3,2.0,1042,1972,,181,181 days on Zillow,DAYS_ON,906808,906808,https://www.zillow.com/homedetails/109-Redstone-Dr-Birmingham-AL-35215/906808_zpid/
"1281 Grand Blvd, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,181290.0,181290,181290,1335,2,2.0,3433,2005,,181,181 days on Zillow,DAYS_ON,71016662,71016662,https://www.zillow.com/homedetails/1281-Grand-Blvd-Birmingham-AL-35214/71016662_zpid/
"2657 Talley Ave, Birmingham, AL 35211",35211,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,78710.0,78710,78710,850,3,2.0,1458,1961,,182,182 days on Zillow,DAYS_ON,174699354,174699354,https://www.zillow.com/homedetails/2657-Talley-Ave-Birmingham-AL-35211/174699354_zpid/
"1621 Farmington Rd, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,148354.0,148354,148354,1215,3,2.0,1944,1975,,184,184 days on Zillow,DAYS_ON,896836,896836,https://www.zillow.com/homedetails/1621-Farmington-Rd-Birmingham-AL-35235/896836_zpid/
"136 Martin Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,120513.0,120513,120513,1100,3,2.0,1307,2011,,184,184 days on Zillow,DAYS_ON,121855715,121855715,https://www.zillow.com/homedetails/136-Martin-Dr-Birmingham-AL-35215/121855715_zpid/
"1037 Dawn Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,90279.0,90279,90279,825,3,1.0,1109,1965,,184,184 days on Zillow,DAYS_ON,898601,898601,https://www.zillow.com/homedetails/1037-Dawn-Dr-Birmingham-AL-35235/898601_zpid/
"3600 26th St N, Birmingham, AL 35207",35207,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,103409.0,103409,103409,950,3,2.5,2182,1957,,184,184 days on Zillow,DAYS_ON,930552,930552,https://www.zillow.com/homedetails/3600-26th-St-N-Birmingham-AL-35207/930552_zpid/
"1829 Francis Ave SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,60829.0,60829,60829,850,3,2.0,1028,1981,,186,186 days on Zillow,DAYS_ON,1008695,1008695,https://www.zillow.com/homedetails/1829-Francis-Ave-SW-Birmingham-AL-35211/1008695_zpid/
"1262 Magnolia Pl, Birmingham, AL 35215",35215,TOWNHOUSE,FOR_SALE,Townhouse for sale,74900.0,71701,71701,825,2,2.0,1170,1988,,191,191 days on Zillow,DAYS_ON,897954,897954,https://www.zillow.com/homedetails/1262-Magnolia-Pl-Birmingham-AL-35215/897954_zpid/
"604 Ferndale Cir, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,Auction,65984.0,125221,125221,999,3,2.0,1480,1962,,192,192 days on Zillow,DAYS_ON,968946,968946,https://www.zillow.com/homedetails/604-Ferndale-Cir-Birmingham-AL-35235/968946_zpid/
"704 Lance Blvd, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,189900.0,182117,182117,1250,3,2.0,2257,1967,,195,195 days on Zillow,DAYS_ON,950227,950227,https://www.zillow.com/homedetails/704-Lance-Blvd-Birmingham-AL-35206/950227_zpid/
"137 Martin Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,120502.0,120502,120502,1095,3,2.0,1337,2011,,197,197 days on Zillow,DAYS_ON,121854193,121854193,https://www.zillow.com/homedetails/137-Martin-Dr-Birmingham-AL-35215/121854193_zpid/
"1239 Magnolia Pl, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,62960.0,62960,62960,850,2,2.0,1107,1987,,198,198 days on Zillow,DAYS_ON,897939,897939,https://www.zillow.com/homedetails/1239-Magnolia-Pl-Birmingham-AL-35215/897939_zpid/
"405 Dalton Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,89900.0,83385,83385,850,3,1.0,1080,1955,,199,199 days on Zillow,DAYS_ON,910492,910492,https://www.zillow.com/homedetails/405-Dalton-Dr-Birmingham-AL-35215/910492_zpid/
"4320 11th Ave, Birmingham, AL 35224",35224,SINGLE_FAMILY,FOR_SALE,House for sale,56000.0,52044,52044,850,3,1.0,1419,1920,,199,199 days on Zillow,DAYS_ON,1018949,1018949,https://www.zillow.com/homedetails/4320-11th-Ave-Birmingham-AL-35224/1018949_zpid/
"1549 Cedargate Cir, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,Auction,79595.0,144495,144495,1200,3,2.0,1450,1978,,199,199 days on Zillow,DAYS_ON,894455,894455,https://www.zillow.com/homedetails/1549-Cedargate-Cir-Birmingham-AL-35235/894455_zpid/
"610 Parkview Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,192974.0,192974,192974,1500,3,2.0,1944,2004,,203,203 days on Zillow,DAYS_ON,67717386,67717386,https://www.zillow.com/homedetails/610-Parkview-Dr-Birmingham-AL-35215/67717386_zpid/
"1120 Beacon Pkwy E UNIT 302, Birmingham, AL 35209",35209,CONDO,FOR_SALE,Condo for sale,184900.0,177611,177611,1300,2,2.0,1482,1979,,204,204 days on Zillow,DAYS_ON,80733389,80733389,https://www.zillow.com/homedetails/1120-Beacon-Pkwy-E-UNIT-302-Birmingham-AL-35209/80733389_zpid/
"1629 43rd St W, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,67900.0,,,865,3,3.0,1497,1951,,204,204 days on Zillow,DAYS_ON,2083788160,2083788160,https://www.zillow.com/homedetails/1629-43rd-St-W-Birmingham-AL-35208/2083788160_zpid/
"1413 Winola Ln, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,Foreclosure,76600.0,150730,150730,1100,3,3.0,1802,1969,,205,205 days on Zillow,DAYS_ON,897134,897134,https://www.zillow.com/homedetails/1413-Winola-Ln-Birmingham-AL-35235/897134_zpid/
"505 Winterpark Cir, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,142283.0,142283,142283,1160,3,,1476,1985,,205,205 days on Zillow,DAYS_ON,906975,906975,https://www.zillow.com/homedetails/505-Winterpark-Cir-Birmingham-AL-35215/906975_zpid/
"1001 Willowbrook Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,182852.0,182852,182852,1275,3,2.5,2054,1994,,205,205 days on Zillow,DAYS_ON,903839,903839,https://www.zillow.com/homedetails/1001-Willowbrook-Rd-Birmingham-AL-35215/903839_zpid/
"1710 34th St N, Birmingham, AL 35234",35234,LOT,FOR_SALE,For sale by owner,110000.0,,,,4,,1298,1940,,211,211 days on Zillow,DAYS_ON,934915,934915,https://www.zillow.com/homedetails/1710-34th-St-N-Birmingham-AL-35234/934915_zpid/
"7426 Division Ave, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,126262.0,126262,126262,1066,3,,2030,1920,,216,216 days on Zillow,DAYS_ON,952875,952875,https://www.zillow.com/homedetails/7426-Division-Ave-Birmingham-AL-35206/952875_zpid/
"772 79th Pl S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,105000.0,99757,99757,890,2,1.0,1028,1949,"$5,000 (Dec 11)",223,Video Walkthrough,VIDEO_WALKTHROUGH,951335,951335,https://www.zillow.com/homedetails/772-79th-Pl-S-Birmingham-AL-35206/951335_zpid/
"836 2nd St SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,100305.0,100305,100305,900,4,1.0,1989,1952,,223,223 days on Zillow,DAYS_ON,990734,990734,https://www.zillow.com/homedetails/836-2nd-St-SW-Birmingham-AL-35211/990734_zpid/
"413 Fox Glen Rd NW, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,148481.0,148481,148481,1125,3,2.0,1624,1976,,224,224 days on Zillow,DAYS_ON,900843,900843,https://www.zillow.com/homedetails/413-Fox-Glen-Rd-NW-Birmingham-AL-35215/900843_zpid/
"3005 33rd Pl N, Birmingham, AL 35207",35207,SINGLE_FAMILY,FOR_SALE,House for sale,50000.0,,,795,3,1.0,1120,1945,,225,225 days on Zillow,DAYS_ON,930014,930014,https://www.zillow.com/homedetails/3005-33rd-Pl-N-Birmingham-AL-35207/930014_zpid/
"1900 16th Ave N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,54500.0,50574,50574,825,3,1.0,1145,1940,,225,225 days on Zillow,DAYS_ON,935918,935918,https://www.zillow.com/homedetails/1900-16th-Ave-N-Birmingham-AL-35234/935918_zpid/
"324 Bridlewood Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,69499.0,66956,66956,850,3,1.0,1085,1958,$1 (Dec 16),225,$1 (Dec 16),PRICE_REDUCTION,908947,908947,https://www.zillow.com/homedetails/324-Bridlewood-Dr-Birmingham-AL-35215/908947_zpid/
"382 Sunbrook Ave, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,80000.0,74208,74208,875,3,2.0,1838,1957,,227,227 days on Zillow,DAYS_ON,908937,908937,https://www.zillow.com/homedetails/382-Sunbrook-Ave-Birmingham-AL-35215/908937_zpid/
"1557 17th Pl SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,59000.0,,,800,3,1.0,1256,1991,,234,234 days on Zillow,DAYS_ON,1006233,1006233,https://www.zillow.com/homedetails/1557-17th-Pl-SW-Birmingham-AL-35211/1006233_zpid/
"1408 22nd St N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,90000.0,,,750,3,1.0,1474,1920,,238,238 days on Zillow,DAYS_ON,935793,935793,https://www.zillow.com/homedetails/1408-22nd-St-N-Birmingham-AL-35234/935793_zpid/
"1833 Fulton Ave SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,58900.0,,,750,3,2.0,1348,1950,"$6,100 (Nov 13)",241,"$6,100 (Nov 13)",PRICE_REDUCTION,997942,997942,https://www.zillow.com/homedetails/1833-Fulton-Ave-SW-Birmingham-AL-35211/997942_zpid/
"1806 Huntington Dr, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,93426.0,93426,93426,850,3,1.0,1189,1982,,245,245 days on Zillow,DAYS_ON,933942,933942,https://www.zillow.com/homedetails/1806-Huntington-Dr-Birmingham-AL-35214/933942_zpid/
"2515 Avenue F, Birmingham, AL 35218",35218,SINGLE_FAMILY,FOR_SALE,House for sale,50000.0,,,750,3,1.0,2548,1910,,248,248 days on Zillow,DAYS_ON,50931696,50931696,https://www.zillow.com/homedetails/2515-Avenue-F-Birmingham-AL-35218/50931696_zpid/
"2436 Avenue S, Birmingham, AL 35218",35218,SINGLE_FAMILY,FOR_SALE,House for sale,55000.0,,,850,4,2.0,1800,1930,,248,248 days on Zillow,DAYS_ON,993968,993968,https://www.zillow.com/homedetails/2436-Avenue-S-Birmingham-AL-35218/993968_zpid/
"2440 Avenue S, Birmingham, AL 35218",35218,SINGLE_FAMILY,FOR_SALE,House for sale,50000.0,,,750,3,1.0,1022,1930,,248,248 days on Zillow,DAYS_ON,993967,993967,https://www.zillow.com/homedetails/2440-Avenue-S-Birmingham-AL-35218/993967_zpid/
"908 Village Mill Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,153676.0,153676,153676,1200,5,,1771,1978,,254,254 days on Zillow,DAYS_ON,903605,903605,https://www.zillow.com/homedetails/908-Village-Mill-Rd-Birmingham-AL-35215/903605_zpid/
"1437 32nd St N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,110000.0,103773,103773,975,3,3.0,2240,1965,,255,255 days on Zillow,DAYS_ON,2084553803,2084553803,https://www.zillow.com/homedetails/1437-32nd-St-N-Birmingham-AL-35234/2084553803_zpid/
"3924 Willard Ave SW, Birmingham, AL 35221",35221,SINGLE_FAMILY,FOR_SALE,House for sale,62500.0,59403,59403,795,2,1.0,1610,1952,"$7,400 (Nov 4)",256,"$7,400 (Nov 4)",PRICE_REDUCTION,1015157,1015157,https://www.zillow.com/homedetails/3924-Willard-Ave-SW-Birmingham-AL-35221/1015157_zpid/
"4913 Michigan Ave, Birmingham, AL 35224",35224,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,79918.0,79918,79918,850,3,2.0,1184,2010,,260,260 days on Zillow,DAYS_ON,112340083,112340083,https://www.zillow.com/homedetails/4913-Michigan-Ave-Birmingham-AL-35224/112340083_zpid/
"1528 42nd St W, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,72000.0,,,850,3,1.0,1608,1930,,267,267 days on Zillow,DAYS_ON,2084756015,2084756015,https://www.zillow.com/homedetails/1528-42nd-St-W-Birmingham-AL-35208/2084756015_zpid/
"212 70th St S, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,114996.0,114996,114996,950,3,,1268,2016,,267,267 days on Zillow,DAYS_ON,251106162,251106162,https://www.zillow.com/homedetails/212-70th-St-S-Birmingham-AL-35206/251106162_zpid/
"1814 20th St, Birmingham, AL 35218",35218,SINGLE_FAMILY,FOR_SALE,House for sale,115000.0,18263,18263,800,4,2.0,1594,1936,,268,268 days on Zillow,DAYS_ON,2084770488,2084770488,https://www.zillow.com/homedetails/1814-20th-St-Birmingham-AL-35218/2084770488_zpid/
"1836 Huntington Dr, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,103129.0,103129,103129,900,3,,1008,1982,,269,269 days on Zillow,DAYS_ON,933957,933957,https://www.zillow.com/homedetails/1836-Huntington-Dr-Birmingham-AL-35214/933957_zpid/
"1921 13th Pl SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,73326.0,73326,73326,825,3,2.0,1182,1997,,270,270 days on Zillow,DAYS_ON,1006125,1006125,https://www.zillow.com/homedetails/1921-13th-Pl-SW-Birmingham-AL-35211/1006125_zpid/
"1312 Juniper Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,117000.0,111992,111992,1100,3,2.0,1327,1969,,275,275 days on Zillow,DAYS_ON,897364,897364,https://www.zillow.com/homedetails/1312-Juniper-Dr-Birmingham-AL-35235/897364_zpid/
"1149 13th St N LOT 9, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,750,,,,-1,,283,283 days on Zillow,DAYS_ON,2085002701,2085002701,https://www.zillow.com/homedetails/1149-13th-St-N-LOT-9-Birmingham-AL-35204/2085002701_zpid/
"5223 Mountain Ridge Pkwy LOT 36A, Birmingham, AL 35222",35222,LOT,FOR_SALE,Lot / Land for sale,135000.0,,,850,,,,-1,,283,283 days on Zillow,DAYS_ON,2085002726,2085002726,https://www.zillow.com/homedetails/5223-Mountain-Ridge-Pkwy-LOT-36A-Birmingham-AL-35222/2085002726_zpid/
"2301 Parsons Loop Rd LOT 0, Mulga, AL 35118",35118,LOT,FOR_SALE,Lot / Land for sale,69900.0,,,800,,,,-1,,283,283 days on Zillow,DAYS_ON,2085002729,2085002729,https://www.zillow.com/homedetails/2301-Parsons-Loop-Rd-LOT-0-Mulga-AL-35118/2085002729_zpid/
"729 Carson Rd LOT 13, Birmingham, AL 35215",35215,LOT,FOR_SALE,Lot / Land for sale,175000.0,,,795,,,,-1,"$24,000 (Jan 9)",283,"$24,000 (Jan 9)",PRICE_REDUCTION,2085002923,2085002923,https://www.zillow.com/homedetails/729-Carson-Rd-LOT-13-Birmingham-AL-35215/2085002923_zpid/
"2203 14th Ave N LOT VACANT, Birmingham, AL 35234",35234,LOT,FOR_SALE,Lot / Land for sale,75000.0,,,750,,,,-1,,283,283 days on Zillow,DAYS_ON,2085003369,2085003369,https://www.zillow.com/homedetails/2203-14th-Ave-N-LOT-VACANT-Birmingham-AL-35234/2085003369_zpid/
"2551 Ostlin St LOT 1, Birmingham, AL 35211",35211,LOT,FOR_SALE,Lot / Land for sale,51000.0,,,795,,,,-1,,283,283 days on Zillow,DAYS_ON,2085003152,2085003152,https://www.zillow.com/homedetails/2551-Ostlin-St-LOT-1-Birmingham-AL-35211/2085003152_zpid/
"4356 & 4362 Valley Rd LOT 1, Birmingham, AL 35235",35235,LOT,FOR_SALE,Lot / Land for sale,134500.0,,,795,,,,-1,,283,283 days on Zillow,DAYS_ON,2085003345,2085003345,https://www.zillow.com/homedetails/4356-4362-Valley-Rd-LOT-1-Birmingham-AL-35235/2085003345_zpid/
"1313 24th Pl N LOT 910, Birmingham, AL 35234",35234,LOT,FOR_SALE,Lot / Land for sale,100000.0,,,750,,,,-1,,283,283 days on Zillow,DAYS_ON,2085003031,2085003031,https://www.zillow.com/homedetails/1313-24th-Pl-N-LOT-910-Birmingham-AL-35234/2085003031_zpid/
"2520 Franklin St LOT 1, Irondale, AL 35210",35210,LOT,FOR_SALE,Lot / Land for sale,200000.0,,,795,,,,-1,"$20,000 (Dec 4)",283,"$20,000 (Dec 4)",PRICE_REDUCTION,2085003929,2085003929,https://www.zillow.com/homedetails/2520-Franklin-St-LOT-1-Irondale-AL-35210/2085003929_zpid/
"807 Finley Ave W LOT 3, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,750,,,,-1,,283,283 days on Zillow,DAYS_ON,2085004491,2085004491,https://www.zillow.com/homedetails/807-Finley-Ave-W-LOT-3-Birmingham-AL-35204/2085004491_zpid/
"817 Finley Ave W LOT 3, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,800,,,,-1,,283,283 days on Zillow,DAYS_ON,2085004483,2085004483,https://www.zillow.com/homedetails/817-Finley-Ave-W-LOT-3-Birmingham-AL-35204/2085004483_zpid/
"2112 8th St W LOT 3, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,800,,,,-1,,283,283 days on Zillow,DAYS_ON,2085004482,2085004482,https://www.zillow.com/homedetails/2112-8th-St-W-LOT-3-Birmingham-AL-35204/2085004482_zpid/
"3701 Pinson Valley Pkwy LOT B, Birmingham, AL 35217",35217,LOT,FOR_SALE,Lot / Land for sale,149900.0,,,795,,,,-1,,283,283 days on Zillow,DAYS_ON,2085004750,2085004750,https://www.zillow.com/homedetails/3701-Pinson-Valley-Pkwy-LOT-B-Birmingham-AL-35217/2085004750_zpid/
"3018 Jefferson Ave SW LOT VACANT, Birmingham, AL 35211",35211,LOT,FOR_SALE,Lot / Land for sale,195000.0,,,799,,,,-1,"$25,000 (Jan 6)",283,"$25,000 (Jan 6)",PRICE_REDUCTION,2085004775,2085004775,https://www.zillow.com/homedetails/3018-Jefferson-Ave-SW-LOT-VACANT-Birmingham-AL-35211/2085004775_zpid/
"1044 Ethel Ln LOT 0, Birmingham, AL 35235",35235,LOT,FOR_SALE,Lot / Land for sale,66600.0,,,750,,,,-1,,283,283 days on Zillow,DAYS_ON,2085005260,2085005260,https://www.zillow.com/homedetails/1044-Ethel-Ln-LOT-0-Birmingham-AL-35235/2085005260_zpid/
"9609 Williamsburg Dr LOT 1-4, Birmingham, AL 35215",35215,LOT,FOR_SALE,Lot / Land for sale,78000.0,,,750,,,,-1,,283,283 days on Zillow,DAYS_ON,2085005692,2085005692,https://www.zillow.com/homedetails/9609-Williamsburg-Dr-LOT-1-4-Birmingham-AL-35215/2085005692_zpid/
"849 Gadsden Hwy LOT LONG, Birmingham, AL 35235",35235,LOT,FOR_SALE,Lot / Land for sale,92900.0,,,785,,,,-1,,283,283 days on Zillow,DAYS_ON,2085005697,2085005697,https://www.zillow.com/homedetails/849-Gadsden-Hwy-LOT-LONG-Birmingham-AL-35235/2085005697_zpid/
"1000 Ishkooda Rd SW LOT 1, Birmingham, AL 35211",35211,LOT,FOR_SALE,Lot / Land for sale,149900.0,,,800,,,,-1,,283,283 days on Zillow,DAYS_ON,2085006170,2085006170,https://www.zillow.com/homedetails/1000-Ishkooda-Rd-SW-LOT-1-Birmingham-AL-35211/2085006170_zpid/
"201 Martin Dr LOT 0, Birmingham, AL 35215",35215,LOT,FOR_SALE,Lot / Land for sale,54900.0,,,795,,,,-1,,283,283 days on Zillow,DAYS_ON,2085005794,2085005794,https://www.zillow.com/homedetails/201-Martin-Dr-LOT-0-Birmingham-AL-35215/2085005794_zpid/
"720 Roebuck Forest Dr LOT 0, Birmingham, AL 35206",35206,LOT,FOR_SALE,Lot / Land for sale,60000.0,,,795,,,,-1,,283,283 days on Zillow,DAYS_ON,2085006321,2085006321,https://www.zillow.com/homedetails/720-Roebuck-Forest-Dr-LOT-0-Birmingham-AL-35206/2085006321_zpid/
"1553 Pine Tree Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,111911.0,111911,111911,995,3,,1170,1968,,283,283 days on Zillow,DAYS_ON,893836,893836,https://www.zillow.com/homedetails/1553-Pine-Tree-Dr-Birmingham-AL-35235/893836_zpid/
"913 Redstone Ln, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,Auction,75260.0,112371,112371,1000,3,2.0,1487,1969,,289,289 days on Zillow,DAYS_ON,906854,906854,https://www.zillow.com/homedetails/913-Redstone-Ln-Birmingham-AL-35215/906854_zpid/
"1833 10th Pl NW, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,150463.0,150463,150463,1250,3,2.0,2075,1980,,290,290 days on Zillow,DAYS_ON,902544,902544,https://www.zillow.com/homedetails/1833-10th-Pl-NW-Birmingham-AL-35215/902544_zpid/
"1159 13th St N, Birmingham, AL 35204",35204,SINGLE_FAMILY,FOR_SALE,House for sale,89900.0,,,800,5,3.0,3143,1920,,291,291 days on Zillow,DAYS_ON,936618,936618,https://www.zillow.com/homedetails/1159-13th-St-N-Birmingham-AL-35204/936618_zpid/
"772 Lamplighter Cir, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,91178.0,91178,91178,865,3,2.0,1302,1975,,291,291 days on Zillow,DAYS_ON,932914,932914,https://www.zillow.com/homedetails/772-Lamplighter-Cir-Birmingham-AL-35214/932914_zpid/
"904 Village Mill Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,149783.0,149783,149783,1160,3,2.0,1682,1978,,297,297 days on Zillow,DAYS_ON,903604,903604,https://www.zillow.com/homedetails/904-Village-Mill-Rd-Birmingham-AL-35215/903604_zpid/
"879 School Ave, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,88348.0,88348,88348,850,3,1.0,1376,1945,,301,301 days on Zillow,DAYS_ON,899174,899174,https://www.zillow.com/homedetails/879-School-Ave-Birmingham-AL-35235/899174_zpid/
"729 Carson Rd # 13, Birmingham, AL 35215",35215,LOT,FOR_SALE,Lot / Land for sale,175000.0,,,800,,,,-1,"$24,000 (Jan 9)",305,"$24,000 (Jan 9)",PRICE_REDUCTION,2085363750,2085363750,https://www.zillow.com/homedetails/729-Carson-Rd-13-Birmingham-AL-35215/2085363750_zpid/
"416 Larue St, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,164306.0,164306,164306,1200,3,2.0,1522,1960,,307,307 days on Zillow,DAYS_ON,950302,950302,https://www.zillow.com/homedetails/416-Larue-St-Birmingham-AL-35206/950302_zpid/
"7401 4th Ave S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,76600.0,70856,70856,850,3,2.0,1374,1935,,313,313 days on Zillow,DAYS_ON,952124,952124,https://www.zillow.com/homedetails/7401-4th-Ave-S-Birmingham-AL-35206/952124_zpid/
"1224 Circle Trl, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,146613.0,146613,146613,1175,3,2.0,1203,1988,,316,316 days on Zillow,DAYS_ON,932122,932122,https://www.zillow.com/homedetails/1224-Circle-Trl-Birmingham-AL-35214/932122_zpid/
